name,sport,sport_category,sport_subtype,city,country,continent,date,start_time,distance,description,participants
SPCCampeonato de Euskadi Sub-16,Running,Running,Carrera Popular,Donostia,Spain,Europe,2026-02-07,,,Basque Country sub-16 championship,
SALCTO. EUSKADI DE LANZAMIENTOS LARGOS,Running,Running,Carrera Popular,Durango,Spain,Europe,2026-02-07,,,Basque Country long throw championship,
DCrossCampeonato de España de Campo a Través,Running,Running,Cross,Getafe,Spain,Europe,2026-01-25,,,Spanish cross country championship,
DCrossCross escolar Zumarraga,Running,Running,Cross,Zumarraga,Spain,Europe,2026-02-01,,,School cross country race in Zumarraga,
Media Maratón Behobia-San Sebastián,Running,Running,Half Marathon,San Sebastián,Spain,Europe,2026-11-08,,20km,Famous Behobia-San Sebastián half marathon connecting Irun to Donostia,
Carrera de Empresas de Donostia San Sebastian,Running,Running,Carrera Popular,San Sebastián,Spain,Europe,2026-02-17,,,Corporate race in San Sebastián - 17th edition,
KOLAZINO MENDI EGUNA,Running,Running,Trail Running,Bedia,Spain,Europe,2026-03-14,,,Basque Country mountain race championship in Bedia,
KILIMON TRAIL,Running,Running,Trail Running,Mendaro,Spain,Europe,2026-04-18,,,Basque Country trail championship in Mendaro,
KANPEZU IOAR,Running,Running,Trail Running,Kanpezu,Spain,Europe,2026-05-10,,,Mountain race in Kanpezu,
LAKUNTZA ARALAR MENDI LASTERKETA,Running,Running,Trail Running,Lakuntza,Spain,Europe,2026-05-31,,,Lakuntza-Aralar mountain race,
T3T,Running,Running,Trail Running,Tolosa,Spain,Europe,2026-06-14,,,Tolosa trail race,
TRIKU TRAIL,Running,Running,Trail Running,Etxarri-Aranatz,Spain,Europe,2026-06-28,,,Triku trail race in Etxarri-Aranatz,
SORGINEN LASTERKETA,Running,Running,Trail Running,Axpe-Atxondo,Spain,Europe,2026-10-04,,,Sorginen mountain race in Axpe-Atxondo,
KOLITZA BALMATRAIL,Running,Running,Trail Running,Balmaseda,Spain,Europe,2026-11-01,,,Kolitza Balmatrail race in Balmaseda,
TXINDOKI KB,Running,Running,Trail Running,Larraitz,Spain,Europe,2026-05-09,,,Txindoki vertical kilometer in Larraitz,
ARDIBIDEPIKUA KB,Running,Running,Trail Running,Izaba,Spain,Europe,2026-06-13,,,Ardibidepikua vertical kilometer in Izaba,
BERIAIN KB,Running,Running,Trail Running,Uharte-Arakil,Spain,Europe,2026-09-20,,,Beriaín vertical kilometer in Uharte-Arakil,
ANBOTO KB,Running,Running,Trail Running,Arrazola,Spain,Europe,2026-10-03,,,Anboto vertical kilometer in Arrazola,
Triku Harri Mendi Lasterketa,Running,Running,Trail Running,Villabona,Spain,Europe,2026-06-27,,24km,Mountain race in Villabona with 24K and 12K options,
12. GARIN MENDI-LASTERKETA,Running,Running,Trail Running,Beasain,Spain,Europe,2026-01-18,,,12th edition of Garin mountain race in Beasain,
Lezo-Jaizkibel Mendi Lasterketa,Running,Running,Trail Running,Lezo,Spain,Europe,2026-03-01,,14km,Lezo-Jaizkibel mountain race - 14km distance,
UZ Trail - 6k,Running,Running,Trail Running,Urretxu-Zumarraga,Spain,Europe,2026-03-01,,6km,Short trail race in Urretxu-Zumarraga,
Aiako Mendi Lasterketa,Running,Running,Trail Running,Aia,Spain,Europe,2026-03-01,,15km,Aia mountain race - 15km distance,
Tolosalde Ultra Trail Erronka,Running,Running,Ultra Trail,Alegia,Spain,Europe,2026-07-04,,,Ultra trail race in Alegia - Tolosalde Ultra Challenge,
Tolosalde Ultra Trail Erronka,Running,Running,Trail Running,Alegia,Spain,Europe,2026-07-04,,,Ultra trail challenge in Alegia - Tolosalde region,
BEASAINGO XVI. HERRI LASTERKETA,Running,Running,Carrera Popular,Beasain,Spain,Europe,2026-02-07,,,16th edition of Beasain popular race,
XII. GARINGO MENDI LASTERKETA,Running,Running,Trail Running,Garin,Spain,Europe,2026-01-18,,,12th edition of Garingo mountain race,
