name,sport,sport_category,sport_subtype,city,country,continent,date,start_time,distance,description,participants
4Daagse Nijmegen Marches,Running,Running,Custom Distance,Nijmegen,Netherlands,Europe,2026-07-21,,30-50 km/day,World's largest multi-day walking/running event over 4 days,45000
4th Devon Coast To Coast Ultra 100km,Running,Running,Ultra Marathon,Chagford,Great Britain,Europe,2026-04-18,07:00:00,100km,Trail ultra run in Chagford,500
5. 12 h Lauf Freudenstadt,Running,Running,Ultra Marathon,Freudenstadt-Grüntal,Germany,Europe,2026-04-18,07:00:00,12h,Trail ultra run in Freudenstadt-Grüntal,500
5. 24 h Lauf Freudenstadt,Running,Running,Ultra Marathon,Freudenstadt-Grüntal,Germany,Europe,2026-04-18,07:00:00,24h,Trail ultra run in Freudenstadt-Grüntal,500
5K Barcelona,Running,Running,5K,Barcelona,Spain,Europe,2026-07-13,09:00:00,5km,Beachfront 5K,7000
5K Madrid,Running,Running,5K,Madrid,Spain,Europe,2026-06-15,09:30:00,5km,Fast city centre 5K,8000
5K Málaga,Running,Running,5K,Málaga,Spain,Europe,2026-10-05,09:30:00,5km,Coastal 5K,5500
5K Sevilla,Running,Running,5K,Sevilla,Spain,Europe,2026-09-07,09:00:00,5km,Historic centre 5K,6000
5K Valencia,Running,Running,5K,Valencia,Spain,Europe,2026-08-10,09:30:00,5km,Turia Gardens 5K,6500
5km de Paris,Running,Running,5K,Paris,France,Europe,2026-08-28,09:30:00,5km,Fast city centre 5K,8000
6. Ultra Trail du Mont-Terrible,Running,Running,Ultra Marathon,Fontenais,Switzerland,Europe,2026-04-18,07:00:00,106km,Trail ultra run in Fontenais,500
6th Big Bear's Backyard Ultra,Running,Running,Ultra Marathon,Zilina,Slovakia,Europe,2026-04-17,07:00:00,35h,Trail ultra run in Zilina,500
7th WTF Backyard Ultra,Running,Running,Ultra Marathon,Lindås,Sweden,Europe,2026-04-11,07:00:00,17h,Trail ultra run in Lindås,500
8th Chiltern Ridge Classic 50K,Running,Running,Ultra Marathon,Berkhamsted,Great Britain,Europe,2026-04-18,07:00:00,50km,Trail ultra run in Berkhamsted,500
8th Devon Coast To Coast Ultra 112mi,Running,Running,Ultra Marathon,Wembury,Great Britain,Europe,2026-04-18,07:00:00,180km,Trail ultra run in Wembury,500
90K du Mont-Blanc,Running,Running,Ultra Marathon,Chamonix,France,Europe,2026-06-26,04:00:00,90km,Long-distance Mont-Blanc race,1200
ADAC Hannover Marathon,Running,Running,Marathon,Hannover,Germany,Europe,2026-04-12,09:00:00,42.2km,Fast and flat marathon in Lower Saxony capital,15000
AJ Bell Great Scottish Run 10K,Running,Running,10K,Glasgow,UK,Europe,2026-10-04,09:00:00,10km,Glasgow Green to George Square,15000
ASML Marathon Eindhoven,Running,Running,Marathon,Eindhoven,Netherlands,Europe,2026-10-11,09:00:00,42.2 km,Flat tech-city marathon through Eindhoven parks and urban areas,10000
Aabenraa Mountain Marathon,Running,Running,Marathon,Aabenraa,Denmark,Europe,2026-01-01,08:00:00,42.2 km,Hilly mountain marathon in southern Denmark,1000
Aalborg 10K,Running,Running,10K,Aalborg,Denmark,Europe,2026-05-17,11:15:00,10km,Limfjord waterfront,6500
Aalborg Brutal Marathon,Running,Running,Marathon,Aalborg,Denmark,Europe,2026-01-01,08:00:00,42.2 km,Challenging brutal marathon in northern Denmark with urban and park sections,2000
Aarhus 10K,Running,Running,10K,Aarhus,Denmark,Europe,2026-07-26,11:30:00,10km,Denmark's second city harbor,7000
Aarhus Motion 11.5km,Running,Running,Custom Distance,Aarhus,Denmark,Europe,2026-06-14,09:00:00,11.5 km,Shorter distance option in Aarhus City Half event with entertainment hotspots,3000
Aberdeen 10K,Running,Running,10K,Aberdeen,UK,Europe,2026-08-25,10:30:00,10km,Granite city harbor run,7000
Aberdeen Spring 10K,Running,Running,10K,Aberdeen,UK,Europe,2026-05-12,10:00:00,10km,Spring granite run,6500
Akureyri 10K,Running,Running,10K,Akureyri,Iceland,Europe,2026-06-21,23:00:00,10km,North Iceland midnight sun,3500
Akureyri Autumn 10K,Running,Running,10K,Akureyri,Iceland,Europe,2026-09-22,17:30:00,10km,Autumn Arctic run,3800
Akureyri Spring 10K,Running,Running,10K,Akureyri,Iceland,Europe,2026-05-18,11:30:00,10km,Spring Arctic run,4000
Albsteig Trail 70K,Running,Running,Trail Running,Albstadt,Germany,Europe,2026-09-19,07:00:00,70km,Swabian Jura high plateau trail,1900
All Inclusive Fitness HYROX Cologne,Fitness,Fitness,HYROX,Cologne,Germany,Europe,2026-04-16,09:00:00,,Official HYROX competition in Germany,2300
Allianz Riviera Run,Running,Running,Custom Distance,Nice,France,Europe,2026-03-29,09:00:00,7 km,Family-friendly road run around the Allianz Riviera stadium with shorter options,5000
Allianz Riviera Run Kids,Running,Running,Custom Distance,Nice,France,Europe,2026-03-29,10:00:00,2 km,Fun kids race tied to the main Allianz Riviera event,1000
Amsterdam Dam tot Dam 10K,Running,Running,10K,Amsterdam,Netherlands,Europe,2026-09-20,10:30:00,10km,From city centre to Zaandam,15000
Amsterdam Half Marathon,Running,Running,Half Marathon,Amsterdam,Netherlands,Europe,2026-10-18,13:30:00,21.1km,Canals Rijksmuseum,15000
Amsterdam Marathon,Running,Running,Marathon,Amsterdam,Netherlands,Europe,2026-10-18,09:30:00,42.2km,Canals and historic sites,20000
Amsterdam Spring 10K,Running,Running,10K,Amsterdam,Netherlands,Europe,2026-05-19,11:00:00,10km,Spring canals run,12000
Andorra 10K,Running,Running,10K,Andorra la Vella,Andorra,Europe,2026-06-23,11:00:00,10km,Pyrenees shopping capital run,5000
Andorra Autumn 10K,Running,Running,10K,Andorra la Vella,Andorra,Europe,2026-10-20,16:00:00,10km,Autumn mountains run,5200
Andorra Spring 10K,Running,Running,10K,Andorra la Vella,Andorra,Europe,2026-05-19,11:00:00,10km,Spring mountains run,5500
Antwerp 10 Miles & 10K,Running,Running,10K,Antwerp,Belgium,Europe,2026-05-17,10:15:00,10km,Flemish diamond port views,14000
Antwerp Half Marathon,Running,Running,Half Marathon,Antwerp,Belgium,Europe,2026-08-30,09:00:00,21.1km,Port diamond district,6000
Antwerp Spring 10K,Running,Running,10K,Antwerp,Belgium,Europe,2026-05-19,10:45:00,10km,Spring port run,8000
Athens 10K,Running,Running,10K,Athens,Greece,Europe,2026-11-08,10:00:00,10km,Acropolis and Plaka route,9000
Athens Classic Marathon,Running,Running,Marathon,Athens,Greece,Europe,2026-11-08,09:00:00,42.2km,Original historic route from Marathon,20000
Athens Half Marathon,Running,Running,Half Marathon,Athens,Greece,Europe,2026-03-22,09:00:00,21.1km,Acropolis Plaka ancient,12000
Athens Marathon 10K,Running,Running,10K,Athens,Greece,Europe,2026-11-08,11:00:00,10km,Ancient stadium Plaka neighborhood,9000
Athens Night Run 10K,Running,Running,10K,Athens,Greece,Europe,2026-09-21,20:00:00,10km,Acropolis illuminated run,14000
Athens Spring 10K,Running,Running,10K,Athens,Greece,Europe,2026-04-28,10:00:00,10km,Spring Acropolis run,10000
Atleticom We Run Rome,Running,Running,10K,Rome,Italy,Europe,2026-01-01,09:00:00,10 km,Popular 10km fun run in central Rome with monuments,10000
Austrian Triathlon Championships,Triathlon,Triathlon,Olympic,St. Pölten,Austria,Europe,2026-07-25,07:00:00,1.5km-40km-10km,Austrian National Championships,1100
Aveiro 10K,Running,Running,10K,Aveiro,Portugal,Europe,2026-07-14,11:00:00,10km,Venice of Portugal canals,5500
Ayr 10K,Running,Running,10K,Ayr,UK,Europe,2026-08-11,10:30:00,10km,Robert Burns country coastal,5500
Ayr Spring 10K,Running,Running,10K,Ayr,UK,Europe,2026-05-26,11:30:00,10km,Spring coastal run,5000
BESTSELLER Aarhus City Half Marathon,Running,Running,Half Marathon,Aarhus,Denmark,Europe,2026-06-14,09:00:00,21.1 km,"Entertaining half marathon with 50+ hotspots, music, and cheering crowds through Aarhus",12000
BMW Berlin Marathon,Running,Running,Marathon,Berlin,Germany,Europe,2026-09-27,09:15:00,42.2km,World Major with record-breaking flat course through landmarks,55000
Backyard Ultra Esztergom,Running,Running,Ultra Marathon,Esztergom,Hungary,Europe,2026-04-24,07:00:00,42h,Trail ultra run in Esztergom,500
Bagà Trail 100km,Running,Running,Trail Running,Bagà,Spain,Europe,2025-10-03,06:00:00,100km,Trail running in Bagà 100km,200
Bagà Trail 21km,Running,Running,Trail Running,Bagà,Spain,Europe,2025-10-03,08:00:00,21km,Trail running in Bagà 21km,500
Bagà Trail 42km,Running,Running,Trail Running,Bagà,Spain,Europe,2025-10-03,07:30:00,42km,Trail running in Bagà 42km,400
Bagà Trail 5km,Running,Running,Trail Running,Bagà,Spain,Europe,2025-10-03,08:00:00,5km,Trail running in Bagà 5km,300
Baku 10K,Running,Running,10K,Baku,Azerbaijan,Europe,2026-05-19,11:00:00,10km,Caspian sea boulevard run,8000
Baku Autumn 10K,Running,Running,10K,Baku,Azerbaijan,Europe,2026-10-27,16:30:00,10km,Autumn boulevard run,8500
Barcelona 10K,Running,Running,10K,Barcelona,Spain,Europe,2026-03-09,11:00:00,10km,Gaudí Sagrada Familia Montjuïc,15000
Barcelona Half Marathon,Running,Running,Half Marathon,Barcelona,Spain,Europe,2026-02-08,08:45:00,21.1km,Sagrada Familia beachfront,25000
Barcelona Marathon,Running,Running,Marathon,Barcelona,Spain,Europe,2025-03-09,08:30:00,42.195km,Zurich Barcelona Marathon,16000
Barcelona Spring 10K,Running,Running,10K,Barcelona,Spain,Europe,2026-04-14,10:00:00,10km,Spring beach run,13000
Basel 10K,Running,Running,10K,Basel,Switzerland,Europe,2026-09-15,11:30:00,10km,Rhine river tri-border run,7000
Basel Autumn 10K,Running,Running,10K,Basel,Switzerland,Europe,2026-10-27,15:30:00,10km,Autumn Rhine run,7500
Basel Night Run 10K,Running,Running,10K,Basel,Switzerland,Europe,2026-08-30,20:30:00,10km,Rhine river lights run,8500
Bath Half Marathon,Running,Running,Half Marathon,Bath,UK,Europe,2026-03-15,11:00:00,21.1km,Roman baths Georgian,10000
Behobia-San Sebastián,Running,Running,Custom Distance,San Sebastián,Spain,Europe,2026-11-09,09:00:00,20km,Iconic point-to-point race,30000
Belfast City 10K,Running,Running,10K,Belfast,UK,Europe,2026-10-11,09:30:00,10km,Titanic Quarter and waterfront,10000
Belfast Spring 10K,Running,Running,10K,Belfast,UK,Europe,2026-05-12,10:00:00,10km,Spring Titanic run,8000
Belgian Triathlon Championships,Triathlon,Triathlon,Olympic,Antwerp,Belgium,Europe,2026-08-15,07:00:00,1.5km-40km-10km,Belgian National Championships,1000
Belgrade 10K,Running,Running,10K,Belgrade,Serbia,Europe,2026-04-19,11:15:00,10km,Sava confluence Kalemegdan fortress,8000
Belgrade 10K Night,Running,Running,10K,Belgrade,Serbia,Europe,2026-10-19,20:00:00,10km,Kalemegdan fortress lights,10000
Berat 10K,Running,Running,10K,Berat,Albania,Europe,2026-07-14,11:15:00,10km,Thousand windows city run,3200
Berat Autumn 10K,Running,Running,10K,Berat,Albania,Europe,2026-11-03,17:30:00,10km,Autumn thousand windows run,3500
Berenloop Terschelling Marathon,Running,Running,Marathon,Terschelling,Netherlands,Europe,2026-11-01,09:00:00,42.2 km,Island marathon on Wadden Sea island with sandy paths and coastal scenery,1000
Bergamo21 Half Marathon,Running,Running,Half Marathon,Bergamo,Italy,Europe,2026-02-08,09:00:00,21.1 km,Fast half marathon in nearby Bergamo kicking off FollowYourPassion series,8000
Bergen 10K,Running,Running,10K,Bergen,Norway,Europe,2026-06-07,11:00:00,10km,Fjords and Bryggen wharf,8000
Bergen City 10K,Running,Running,10K,Bergen,Norway,Europe,2026-05-24,11:30:00,10km,Bryggen UNESCO start,8500
Berlin Half Marathon,Running,Running,Half Marathon,Berlin,Germany,Europe,2026-04-05,10:00:00,21.1km,Brandenburg Gate fast urban,35000
Berlin Marathon,Running,Running,Marathon,Berlin,Germany,Europe,2026-09-27,09:15:00,42.2km,World Major Marathon with fast flat course,55000
Berlin Night Run 10K,Running,Running,10K,Berlin,Germany,Europe,2026-08-09,21:00:00,10km,Midnight through Tiergarten landmarks,15000
Berlin Spring 10K,Running,Running,10K,Berlin,Germany,Europe,2026-05-19,11:00:00,10km,Spring Tiergarten run,10000
Berlin Vital 10K,Running,Running,10K,Berlin,Germany,Europe,2026-04-05,11:30:00,10km,Brandenburg Gate finish,15000
Berlin Wall 100 Mile,Running,Running,Ultra Marathon,Berlin,Germany,Europe,2026-08-15,06:00:00,161km,Historic Wall route ultra trail,1200
Bern 10K,Running,Running,10K,Bern,Switzerland,Europe,2026-05-11,10:00:00,10km,Bear pit and federal palace,8500
Bern Autumn 10K,Running,Running,10K,Bern,Switzerland,Europe,2026-10-20,16:00:00,10km,Autumn bear pit run,8000
Bern Night Run 10K,Running,Running,10K,Bern,Switzerland,Europe,2026-09-14,20:15:00,10km,Bear pit federal palace lights,8000
Biarritz Basque Trail Short,Running,Running,Trail Running,Biarritz,France,Europe,2026-01-01,09:00:00,12 km,Local trail exploring the Basque countryside near Biarritz,600
Biarritz International 14km,Running,Running,Custom Distance,Biarritz,France,Europe,2026-05-02,09:00:00,14 km,Shorter scenic coastal run as part of the marathon weekend,3000
Biarritz International 9km,Running,Running,Custom Distance,Biarritz,France,Europe,2026-05-02,10:00:00,9 km,Fun shorter distance along the Basque coast,2000
Biarritz International Half Marathon,Running,Running,Half Marathon,Biarritz,France,Europe,2026-05-03,08:30:00,21.1 km,Half marathon mostly in Biarritz with Bidart section,5000
Biarritz International Marathon - Basque Country,Running,Running,Marathon,Biarritz,France,Europe,2026-05-03,08:00:00,42.2 km,Coastal marathon along the Basque shoreline with ocean views,10000
Biarritz International Marathon Relay,Running,Running,Marathon,Biarritz,France,Europe,2026-05-03,08:00:00,42.2 km,Team relay version of the marathon (3 runners),2000
Biarritz Kids Run,Running,Running,Custom Distance,Biarritz,France,Europe,2026-05-02,14:00:00,2 km,Family kids race on Saturday of the marathon weekend,1000
Biarritz Promenade Run,Running,Running,10K,Biarritz,France,Europe,2026-01-01,09:00:00,10 km,Recurring coastal 10km along the famous beaches,1500
Bilbao 10K,Running,Running,10K,Bilbao,Spain,Europe,2026-11-09,11:15:00,10km,Guggenheim Nervión River Basque,7000
Bilbao Marathon,Running,Running,Marathon,Bilbao,Spain,Europe,2025-10-12,08:30:00,42.195km,Marathon in Bilbao,5000
Birell Prague Grand Prix 10K,Running,Running,10K,Prague,Czech Republic,Europe,2026-09-06,19:00:00,10km,Evening race through illuminated old town,12000
Birmingham Spring 10K,Running,Running,10K,Birmingham,UK,Europe,2026-05-12,11:00:00,10km,Spring canals run,10000
Black Forest Ultra Trail,Running,Running,Ultra Marathon,Bernau,Germany,Europe,2026-09-05,05:00:00,110km,Black Forest high-altitude ultra,1400
Bologna 10K,Running,Running,10K,Bologna,Italy,Europe,2026-12-07,11:30:00,10km,Porticos and leaning towers,5000
Bordeaux 10K,Running,Running,10K,Bordeaux,France,Europe,2026-09-20,11:45:00,10km,Wine capital Place de la Bourse,7000
Braga 10K,Running,Running,10K,Braga,Portugal,Europe,2026-11-10,10:30:00,10km,Roman city baroque stairs,6000
Bratislava 10K,Running,Running,10K,Bratislava,Slovakia,Europe,2026-04-05,10:30:00,10km,Danube Bratislava Castle,8000
Bratislava City 10K,Running,Running,10K,Bratislava,Slovakia,Europe,2026-04-06,11:00:00,10km,Danube castle hill run,8500
Bratislava Night Run 10K,Running,Running,10K,Bratislava,Slovakia,Europe,2026-09-07,20:00:00,10km,UFO bridge lights run,9000
Brighton Half Marathon,Running,Running,Half Marathon,Brighton,UK,Europe,2026-02-22,09:00:00,21.1km,Seafront pier vibrant,12000
Bristol Half Marathon,Running,Running,Half Marathon,Bristol,UK,Europe,2026-09-20,09:30:00,21.1km,Harborside Clifton bridge,12000
British Triathlon Championships,Triathlon,Triathlon,Olympic,Nottingham,United Kingdom,Europe,2026-07-18,07:00:00,1.5km-40km-10km,British National Championships,1800
Brno 10K,Running,Running,10K,Brno,Czech Republic,Europe,2026-09-21,10:00:00,10km,Moravian capital run,8000
Brocken Challenge,Running,Running,Ultra Marathon,Göttingen,Germany,Europe,2026-02-07,08:00:00,84km,Winter ultra to Harz highest peak,2200
Brocken Marathon,Running,Running,Trail Running,Wernigerode,Germany,Europe,2026-10-10,09:00:00,42km,Steep climb to Brocken summit,2800
Bruges 10K,Running,Running,10K,Bruges,Belgium,Europe,2026-06-14,10:30:00,10km,Fairy-tale chocolate city,6000
Brussels 10K,Running,Running,10K,Brussels,Belgium,Europe,2026-09-27,11:00:00,10km,Grand Place and Atomium loop,12000
Brussels Half Marathon,Running,Running,Half Marathon,Brussels,Belgium,Europe,2026-09-27,10:00:00,21.1km,Grand Place EU quarter,8000
Brussels Spring 10K,Running,Running,10K,Brussels,Belgium,Europe,2026-05-12,10:15:00,10km,Spring Grand Place run,9000
Bucharest 10K,Running,Running,10K,Bucharest,Romania,Europe,2026-05-17,10:30:00,10km,Parliament Palace old town,7000
Bucharest Night 10K,Running,Running,10K,Bucharest,Romania,Europe,2026-09-07,20:00:00,10km,Parliament Palace lights,12000
Budapest Autumn 10K,Running,Running,10K,Budapest,Hungary,Europe,2026-10-20,10:00:00,10km,Autumn colors Danube run,11000
Budapest Half Marathon,Running,Running,Half Marathon,Budapest,Hungary,Europe,2026-09-13,09:00:00,21.1km,Danube parliament,8000
Budapest Marathon,Running,Running,Marathon,Budapest,Hungary,Europe,2026-10-11,09:00:00,42.2km,Danube bridges thermal baths,10000
Budapest Night Run 10K,Running,Running,10K,Budapest,Hungary,Europe,2026-08-31,20:00:00,10km,Chain Bridge illuminated,12000
Bupa Great Birmingham Run 10K,Running,Running,10K,Birmingham,UK,Europe,2026-05-03,09:30:00,10km,Flat fast city centre 10K,12000
Burgas 10K,Running,Running,10K,Burgas,Bulgaria,Europe,2026-08-11,10:30:00,10km,Sea Garden park run,6000
CCC® (UTMB),Running,Running,Ultra Marathon,Chamonix,France,Europe,2026-08-29,09:00:00,101km,Courmayeur-Champex-Chamonix – UTMB week classic,2100
CPH Half,Running,Running,Half Marathon,Copenhagen,Denmark,Europe,2026-09-01,,21.1 km,Public access runs around World Championships half weekend,10000
Canal du Midi Experience,Running,Running,Ultra Marathon,Toulouse,France,Europe,2026-05-23,06:00:00,210 km,Multi-day ultra along the historic canal starting in Toulouse,500
Cardiff Bay 10K,Running,Running,10K,Cardiff,UK,Europe,2026-03-29,10:00:00,10km,Flat waterfront course around Cardiff Bay,10000
Cardiff Half Marathon,Running,Running,Half Marathon,Cardiff,UK,Europe,2026-10-04,10:00:00,21.1km,Bay stadium flat fast,27000
Cardiff Spring 10K,Running,Running,10K,Cardiff,UK,Europe,2026-05-05,11:30:00,10km,Spring bay run,8500
Carnaval Run Portugal,Running,Running,Custom Distance,Lisbon,Portugal,Europe,2026-02-01,09:00:00,Variable,Festive Carnival-themed run with costumes and shorter distances,3000
Carrera Nocturna Divina Pastora Valencia,Running,Running,10K,Valencia,Spain,Europe,2026-07-11,21:30:00,10km,Popular summer night 10K through illuminated Valencia streets,9000
Carrera Popular Corre por el Niño,Running,Running,10K,Madrid,Spain,Europe,2026-10-20,10:00:00,10km,Charity popular race in Madrid with 5K option,3000
Carrera Popular de Paracuellos de Jarama Night Run,Running,Running,10K,Paracuellos de Jarama,Spain,Europe,2026-06-06,21:00:00,10km,Night run popular race in Paracuellos,2000
Carrera de Navidad de Soto del Real,Running,Running,10K,Soto del Real,Spain,Europe,2026-12-20,10:00:00,10km,Christmas popular race in Soto del Real,1500
Carrera de la Mujer Sevilla,Running,Running,Custom Distance,Seville,Spain,Europe,2026-11-15,09:00:00,Custom Distance,Popular womens empowerment run through central Seville,8000
Cascais Half Marathon,Running,Running,Half Marathon,Cascais,Portugal,Europe,2026-01-01,08:00:00,21.1 km,Coastal half marathon along the Portuguese Riviera with ocean breezes,8000
Cavalls del Vent,Running,Running,Trail Running,La Molina,Spain,Europe,2025-07-12,06:00:00,168km,Ultra trail in Pyrenees,800
Challenge Aarhus,Triathlon,Triathlon,Half Ironman,Aarhus,Denmark,Europe,2026-08-16,07:00:00,70.3 miles,Challenge Family event in Aarhus,1500
Challenge Almere-Amsterdam,Triathlon,Triathlon,Ironman,Almere,Netherlands,Europe,2026-09-12,07:00:00,140.6 miles,Challenge Family European Championship,3000
Challenge Barcelona,Triathlon,Triathlon,Half Ironman,Barcelona,Spain,Europe,2026-04-26,07:00:00,70.3 miles,Challenge Family event in Barcelona,2500
Challenge Budva,Triathlon,Triathlon,Half Ironman,Budva,Montenegro,Europe,2026-09-27,07:00:00,70.3 miles,Challenge Family event in Montenegro,1200
Challenge Cascais,Triathlon,Triathlon,Half Ironman,Cascais,Portugal,Europe,2026-09-26,07:00:00,70.3 miles,Challenge Family event in Cascais,1800
Challenge Copenhagen,Triathlon,Triathlon,Half Ironman,Copenhagen,Denmark,Europe,2026-07-12,07:00:00,70.3 miles,Challenge Family event in Denmark,2000
Challenge Fuerteventura,Triathlon,Triathlon,Half Ironman,Corralejo,Spain,Europe,2026-05-24,07:00:00,70.3 miles,Challenge Family event in Fuerteventura,1500
Challenge Geraardsbergen,Triathlon,Triathlon,Half Ironman,Geraardsbergen,Belgium,Europe,2026-09-06,07:00:00,70.3 miles,Challenge Family event in Belgium,1400
Challenge Gran Canaria,Triathlon,Triathlon,Half Ironman,Maspalomas,Spain,Europe,2026-04-18,07:00:00,70.3 miles,Challenge Family event in Gran Canaria,1700
Challenge Graz,Triathlon,Triathlon,Half Ironman,Graz,Austria,Europe,2026-09-13,07:00:00,70.3 miles,Challenge Family event in Graz,1300
Challenge Heilbronn,Triathlon,Triathlon,Half Ironman,Heilbronn,Germany,Europe,2026-07-19,07:00:00,70.3 miles,Challenge Family event in Germany,1800
Challenge Kinsale,Triathlon,Triathlon,Half Ironman,Kinsale,Ireland,Europe,2026-09-13,07:00:00,70.3 miles,Challenge Family event in Ireland,1200
Challenge Kraichgau,Triathlon,Triathlon,Half Ironman,Kraichgau,Germany,Europe,2026-05-31,07:00:00,70.3 miles,Challenge Family event in Germany,1900
Challenge Laguna Phuket,Triathlon,Triathlon,Half Ironman,Phuket,Thailand,Europe,2026-11-22,07:00:00,70.3 miles,Challenge Family event in Thailand,3000
Challenge Lisboa,Triathlon,Triathlon,Half Ironman,Lisbon,Portugal,Europe,2026-04-25,07:00:00,70.3 miles,Challenge Family event in Lisbon,1900
Challenge Luxembourg,Triathlon,Triathlon,Half Ironman,Luxembourg,Luxembourg,Europe,2026-07-12,07:00:00,70.3 miles,Challenge Family event in Luxembourg,1300
Challenge Madrid,Triathlon,Triathlon,Half Ironman,Madrid,Spain,Europe,2026-05-10,07:00:00,70.3 miles,Challenge Family event in Madrid,1800
Challenge Munich,Triathlon,Triathlon,Half Ironman,Munich,Germany,Europe,2026-06-28,07:00:00,70.3 miles,Challenge Family event in Munich,2000
Challenge Naples,Triathlon,Triathlon,Half Ironman,Naples,Italy,Europe,2026-06-14,07:00:00,70.3 miles,Challenge Family event in Naples,1700
Challenge Peguera-Mallorca,Triathlon,Triathlon,Half Ironman,Peguera,Spain,Europe,2026-10-18,07:00:00,70.3 miles,Challenge Family event in Mallorca,2000
